x_ProjectCode,x_BH_ID,x_Motherhole,x_HoleType,x_MaxDepth,x_DepthFrom,x_DepthTo,x_Date,x_Cr2O3_%,x_FeO_%,x_SiO2_%,x_MgO_%,x_Al2O3_%,x_CaO_%,x_P_%,x_Au_ICP_ppm,x_Pt_ICP_ppm,x_Pd_ICP_ppm,x_Rh_ICP_ppm,x_Ir_ICP_ppm,x_Ru_ICP_ppm,y_Level1,y_Level2
J1116,SC41,SC41,borehole,642.04,185.13,185.26,07. Feb 09,35.53,23.45,9.67,9.69,16.79,1.84,0.0,0.01,1.6,0.23,0.23,0.19,0.51,MG,3
J1118,SC41,SC41,borehole,642.04,219.17,219.34,07. Feb 09,30.18,20.59,16.72,9.81,16.09,2.91,0.0,0.01,1.5,0.62,0.31,0.15,0.6,MG,3
J1119,SC41,SC41,borehole,642.04,219.5,220.32,07. Feb 09,34.52,22.44,12.05,9.92,17.08,2.22,0.01,0.01,1.03,0.41,0.27,0.11,0.45,MG,3
J1130,SC42,SC42,borehole,577.5,149.49,152.06,07. Feb 09,34.63,23.42,10.09,9.76,17.02,2.02,0.0,0.01,1.19,0.51,0.34,0.14,0.61,MG,3
J1146,SC43,SC43,borehole,652.65,232.1,232.35,19. Sep 13,,,,,,,,0.01,1.93,1.12,0.63,0.2,0.97,MG,3
J1134,SC43,SC43,borehole,652.65,232.8,232.97,07. Feb 09,40.18,24.56,4.41,9.63,17.76,0.7,0.0,0.01,0.99,0.68,0.28,0.14,0.69,MG,3
J1133,SC43,SC43,borehole,652.65,233.06,233.39,07. Feb 09,33.23,22.43,10.97,10.44,17.52,2.18,0.0,0.01,1.52,0.56,0.34,0.12,0.44,MG,3
J1135,SC43,SC43,borehole,652.65,232.1,232.47,07. Feb 09,40.71,23.76,5.96,10.75,16.15,0.66,0.0,0.01,1.82,1.0,0.59,0.2,0.99,MG,3
J1119,SC44,SC44,borehole,565.3,130.86,131.98,04. Aug 08,34.14,24.08,11.13,10.21,16.73,1.89,0.0,0.01,1.34,0.56,0.38,0.14,0.55,MG,3
J1131,SC45,SC45,borehole,652.0,208.1,208.35,19. Sep 13,,,,,,,,0.01,2.03,1.03,0.58,0.2,0.77,MG,3
J1123,SC45,SC45,borehole,652.0,208.04,209.15,07. Feb 09,36.44,24.55,7.23,9.84,17.23,1.11,0.0,0.01,1.3,0.53,0.33,0.13,0.51,MG,3
J1120,SC46,SC46,borehole,445.4,36.82,37.58,19. Sep 13,,,,,,,,0.01,1.08,0.36,0.25,0.1,0.43,MG,3
J1114,SC46,SC46,borehole,445.4,35.15,35.89,23. Jan 09,34.7,23.89,10.08,9.97,17.63,1.11,0.0,0.01,2.35,1.31,0.59,0.21,0.69,MG,3
J1117,SC47,SC47,borehole,467.86,30.98,31.21,07. Feb 09,34.0,23.73,10.98,9.81,16.86,1.75,0.0,0.01,0.83,0.52,0.22,0.12,0.52,MG,3
J1118,SC47,SC47,borehole,467.86,31.37,31.83,07. Feb 09,31.28,21.55,14.5,11.41,16.73,2.25,0.0,0.01,1.28,0.54,0.28,0.12,0.46,MG,3
J1119,SC48,SC48,borehole,505.0,93.79,94.77,07. Feb 09,34.97,25.75,7.63,9.28,16.45,1.65,0.0,0.01,1.35,0.41,0.33,0.14,0.53,MG,3
J1113,SC51,SC51,borehole,654.74,213.71,215.21,23. Jan 09,35.96,25.35,8.47,9.63,17.84,1.5,0.0,0.01,1.14,0.52,0.3,0.13,0.54,MG,3
J1134,SC53,SC53,borehole,645.0,211.7,211.95,20. Sep 13,,,,,,,,0.01,1.39,0.78,0.37,0.17,0.63,MG,3
J1125,SC53,SC53,borehole,645.0,211.55,212.89,07. Feb 09,34.81,24.68,9.78,9.95,17.06,1.68,0.0,0.01,1.12,0.51,0.32,0.12,0.46,MG,3
J1112,SC54,SC54,borehole,525.8,117.22,119.34,23. Jan 09,32.76,23.22,12.02,9.83,16.47,2.16,0.0,0.01,1.23,0.56,0.28,0.12,0.4,MG,3
J1113,SC54,SC54,borehole,525.8,128.0,128.54,23. Jan 09,33.47,22.06,11.22,10.43,17.35,2.09,0.0,0.01,1.47,0.34,0.2,0.15,0.58,MG,3
J1125,SC55,SC55,borehole,532.4,126.13,127.07,23. Jan 09,34.49,23.41,8.53,10.24,18.87,1.45,0.0,0.01,1.18,0.55,0.31,0.12,0.46,MG,3
J1114,SC56,SC56,borehole,550.65,139.06,140.21,23. Jan 09,31.61,24.47,12.49,9.01,17.03,2.25,0.0,0.01,1.64,0.4,0.28,0.15,0.55,MG,3
J1126,SC57,SC57,borehole,556.75,129.32,130.65,07. Feb 09,33.14,23.34,11.29,9.72,16.91,2.03,0.0,0.01,1.3,0.63,0.35,0.13,0.52,MG,3
J1117,SC58,SC58,borehole,619.75,209.0,209.98,17. Feb 09,36.56,25.15,6.29,9.61,17.58,1.04,0.0,0.01,1.55,0.98,0.4,0.16,0.59,MG,3
J1109,SC61,SC61,borehole,331.75,96.55,97.22,23. Jan 09,32.01,20.7,12.8,9.38,16.63,1.91,0.0,0.01,1.13,0.38,0.3,0.12,0.41,MG,3
J1108,SC61,SC61,borehole,331.75,93.51,93.82,23. Jan 09,33.52,23.24,12.52,10.47,15.23,1.34,0.0,0.01,2.2,1.12,0.62,0.22,0.78,MG,3
J1105,SC63,SC63,borehole,333.75,64.29,64.54,23. Jan 09,32.85,22.71,11.23,9.84,18.29,1.73,0.0,0.01,1.36,0.16,0.18,0.16,0.41,MG,3
J1123,SC65,SC65,borehole,484.75,50.73,51.55,07. Feb 09,35.11,24.25,11.06,8.67,16.79,1.5,0.0,0.01,1.14,0.4,0.3,0.12,0.42,MG,3
J1125,SC65,SC65,borehole,484.75,50.33,50.72,07. Feb 09,34.69,23.68,10.55,9.97,16.14,1.89,0.0,0.01,7.19,1.71,0.52,0.24,0.6,MG,3
J1126,SC66,SC66,borehole,622.75,180.57,180.8,31. Jan 09,34.59,25.04,9.98,9.71,15.69,1.15,0.0,0.01,1.33,0.78,0.33,0.13,0.56,MG,3
J1127,SC66,SC66,borehole,622.75,180.85,181.7,31. Jan 09,31.36,22.44,13.55,9.43,16.71,1.92,0.0,0.01,1.54,0.52,0.31,0.11,0.43,MG,3
J1114,SC67,SC67,borehole,508.75,73.99,75.23,31. Jan 09,33.33,23.56,11.73,9.55,15.98,1.66,0.0,0.01,1.22,0.53,0.3,0.12,0.49,MG,3
J1122,SC68,SC68,borehole,588.2,165.37,166.59,31. Jan 09,32.68,24.04,12.63,9.95,17.38,1.5,0.0,0.01,1.16,0.5,0.31,0.13,0.48,MG,3
J1114,SC69,SC69,borehole,325.46,84.65,84.85,20. Sep 13,,,,,,,,0.01,0.88,0.57,0.26,0.14,0.5,MG,3
J1105,SC69,SC69,borehole,325.46,84.65,85.67,31. Jan 09,35.67,24.43,7.82,9.56,17.28,1.53,0.0,0.01,1.06,0.49,0.28,0.13,0.46,MG,3
J1118,SC71,SC71,borehole,334.75,83.88,84.17,23. Jan 09,35.35,24.88,9.99,9.97,16.26,1.42,0.0,0.02,1.29,1.09,0.4,0.16,0.57,MG,3
J1119,SC71,SC71,borehole,334.75,84.25,84.93,23. Jan 09,33.41,23.15,12.23,9.61,16.87,1.97,0.0,0.03,1.16,0.51,0.29,0.12,0.41,MG,3
J1120,SC71,SC71,borehole,334.75,84.96,85.19,23. Jan 09,30.22,22.06,15.39,9.18,17.01,2.57,0.0,0.03,1.16,0.51,0.29,0.12,0.41,MG,3
J1479,ZK117,ZK117,borehole,33.98,22.37,23.26,17. Sep 13,34.35,25.39,7.96,8.39,14.14,3.34,0.0,0.01,1.46,0.58,0.31,0.15,0.52,MG,3
J1473,ZK122,ZK122,borehole,21.68,10.18,11.78,17. Sep 13,24.91,18.79,7.97,6.5,11.68,13.67,0.0,0.03,1.72,3.31,0.49,0.15,0.54,MG,3
J1476,ZK123,ZK123,borehole,25.48,11.07,11.85,17. Sep 13,38.33,23.44,3.46,9.06,16.73,4.29,0.0,0.01,1.12,0.14,0.22,0.12,0.48,MG,3
J1475,ZK125,ZK125,borehole,20.7,8.19,8.68,17. Sep 13,23.14,19.01,17.68,6.89,14.45,7.41,0.0,0.01,1.06,0.17,0.26,0.07,0.23,MG,3
J1474,ZK125,ZK125,borehole,20.7,7.48,8.04,17. Sep 13,27.58,20.97,11.87,7.31,13.83,7.36,0.0,0.01,0.83,0.21,0.35,0.1,0.41,MG,3
J1484,ZK126,ZK126,borehole,40.35,22.9,23.42,17. Sep 13,36.84,22.2,8.95,9.39,17.84,2.18,0.0,0.01,2.18,0.13,0.35,0.24,0.82,MG,3
J1483,ZK126,ZK126,borehole,40.35,20.76,21.17,17. Sep 13,36.41,24.52,9.28,7.76,16.63,1.9,0.0,0.01,2.38,0.18,0.3,0.13,0.49,MG,3
J1485,ZK126,ZK126,borehole,40.35,24.48,25.45,17. Sep 13,35.77,25.52,10.42,9.14,14.81,1.91,0.0,0.01,1.55,0.22,0.35,0.14,0.56,MG,3
J1481,ZK128,ZK128,borehole,48.53,38.53,38.74,17. Sep 13,39.54,26.93,3.95,9.81,15.55,0.44,0.0,0.01,1.68,0.94,0.5,0.19,0.78,MG,3
J1482,ZK128,ZK128,borehole,48.53,38.85,39.57,17. Sep 13,33.71,24.73,10.62,9.36,16.79,2.28,0.0,0.01,1.21,0.43,0.35,0.11,0.44,MG,3
J1474,ZK129,ZK129,borehole,37.93,6.76,6.98,17. Sep 13,28.62,21.7,14.16,6.39,16.25,3.92,0.0,0.01,0.71,0.13,0.15,0.11,0.52,MG,3
J1485,ZK131,ZK131,borehole,52.01,41.05,42.64,17. Sep 13,37.34,25.92,6.12,9.1,17.03,1.18,0.0,0.01,1.25,0.13,0.4,0.15,0.69,MG,3
J1479,ZK132,ZK132,borehole,37.15,9.63,10.28,17. Sep 13,34.55,28.37,5.7,7.64,14.55,3.56,0.0,0.01,1.18,0.24,0.21,0.1,0.37,MG,3
J1931,ZK136,ZK136,borehole,281.16,101.5,101.68,19. Sep 13,33.42,22.89,12.8,9.2,16.7,2.45,0.0,0.01,2.04,1.33,0.57,0.16,0.47,MG,3
J1921,ZK142,ZK142,borehole,247.8,104.07,105.04,19. Sep 13,36.71,24.65,8.6,9.6,16.8,1.64,0.0,0.01,0.89,0.31,0.28,0.13,0.46,MG,3
J1921,ZK143,ZK143,borehole,193.82,22.09,22.36,19. Sep 13,37.69,24.34,9.5,9.6,16.4,1.96,0.0,0.01,1.29,0.71,0.44,0.17,0.61,MG,3
J1922,ZK143,ZK143,borehole,193.82,22.42,22.76,19. Sep 13,36.81,24.04,9.1,9.4,15.8,2.11,0.0,0.01,0.93,0.47,0.29,0.14,0.53,MG,3
J1923,ZK143,ZK143,borehole,193.82,23.16,23.38,19. Sep 13,35.33,23.65,10.2,9.3,17.1,1.97,0.0,0.01,1.02,0.34,0.23,0.12,0.42,MG,3
J1924,ZK143,ZK143,borehole,193.82,23.63,23.79,19. Sep 13,31.16,22.12,14.8,8.9,17.6,3.25,0.0,0.04,1.24,6.17,0.32,0.06,0.22,MG,3
J1920,ZK144,ZK144,borehole,298.78,126.76,126.96,19. Sep 13,34.64,23.25,10.2,9.6,17.7,1.52,0.0,0.01,1.65,0.58,0.44,0.15,0.44,MG,3
J1923,ZK146,ZK146,borehole,286.32,108.83,109.07,19. Sep 13,38.04,24.73,7.7,10.0,15.7,1.48,0.0,0.01,1.53,0.96,0.45,0.18,0.59,MG,3
J1924,ZK146,ZK146,borehole,286.32,109.12,109.86,19. Sep 13,36.66,24.68,8.4,9.3,17.0,1.68,0.0,0.01,1.13,0.35,0.31,0.13,0.44,MG,3
J1922,ZK146,ZK146,borehole,286.32,108.74,108.78,19. Sep 13,32.94,22.51,11.3,10.3,13.8,3.68,0.0,0.01,4.9,2.78,1.38,0.43,1.2,MG,3
J1918,ZK148,ZK148,borehole,189.14,121.97,123.14,19. Sep 13,38.07,20.87,10.5,11.6,15.5,1.28,0.0,0.01,2.39,0.12,0.34,0.2,0.61,MG,3
J1923,ZK151,ZK151,borehole,277.72,105.33,105.66,19. Sep 13,28.26,22.3,17.8,12.3,14.4,1.97,0.0,0.01,1.89,0.88,0.55,0.19,0.58,MG,3
J1924,ZK151,ZK151,borehole,277.72,105.73,106.44,19. Sep 13,34.35,24.67,8.9,9.6,17.6,1.64,0.0,0.01,1.27,0.39,0.37,0.13,0.47,MG,3
J1916,ZK151,ZK151,borehole,277.72,105.73,106.44,19. Sep 13,34.67,24.91,8.3,9.5,17.6,1.54,0.0,0.01,1.15,0.37,0.34,0.13,0.49,MG,3
J1118,ZK23,ZK23,borehole,541.7,96.28,97.54,01. Jul 08,33.42,23.89,11.77,9.8,16.69,2.38,0.0,0.01,0.97,0.38,0.28,0.08,0.43,MG,3
J1116,ZK24,ZK24,borehole,505.37,115.26,116.3,04. Aug 08,31.66,25.85,9.87,9.43,16.9,2.68,0.0,0.01,1.25,0.48,0.36,0.1,0.45,MG,3
J1115,ZK24,ZK24,borehole,505.37,114.9,115.24,04. Aug 08,27.52,20.88,17.8,13.2,14.71,2.51,0.0,0.01,1.45,0.93,0.44,0.12,0.54,MG,3
J1121,ZK25,ZK25,borehole,562.45,188.23,188.33,04. Okt 13,,,,,,,,0.03,0.74,0.45,0.2,0.1,0.5,MG,3
J1122,ZK25,ZK25,borehole,562.45,188.43,188.6,04. Okt 13,,,,,,,,0.02,1.58,0.34,0.34,0.14,0.49,MG,3
J1114,ZK25,ZK25,borehole,562.45,187.7,188.6,23. Dez 08,35.56,27.22,6.62,9.03,16.1,1.01,0.0,0.01,1.15,0.59,0.28,0.12,0.53,MG,3
J1113,ZK37,ZK37,borehole,445.5,13.31,14.83,11. Aug 08,33.41,23.03,10.9,9.98,16.93,2.19,0.0,0.01,1.37,0.5,0.38,0.15,0.64,MG,3
J1125,ZK38,ZK38,borehole,639.35,211.19,211.53,04. Okt 13,,,,,,,,0.01,0.27,0.13,0.23,0.05,0.32,MG,3
J1117,ZK38,ZK38,borehole,639.35,242.05,243.31,04. Aug 08,33.4,26.25,9.17,8.58,15.96,1.66,0.0,0.01,1.37,0.56,0.35,0.12,0.48,MG,3
J1115,ZK38,ZK38,borehole,639.35,210.84,211.08,04. Aug 08,40.04,26.16,6.18,9.83,15.3,1.33,0.0,0.01,0.87,0.32,0.41,0.1,0.5,MG,3
J1116,ZK38,ZK38,borehole,639.35,211.62,211.83,04. Aug 08,39.24,25.53,6.37,9.65,15.39,1.06,0.0,0.01,0.28,0.13,0.14,0.06,0.36,MG,3
J1122,ZK39,ZK39,borehole,498.2,106.69,107.21,11. Aug 08,32.22,25.44,11.1,9.74,17.07,2.07,0.0,0.01,0.72,0.33,0.23,0.11,0.42,MG,3
J1123,ZK39,ZK39,borehole,498.2,107.25,107.38,11. Aug 08,35.04,,7.15,9.51,17.62,1.05,0.0,0.01,1.71,0.56,0.39,0.15,0.51,MG,3
J1124,ZK39,ZK39,borehole,498.2,107.52,107.74,11. Aug 08,22.73,46.76,2.59,4.87,9.49,0.23,0.0,0.01,1.34,0.32,0.22,0.1,0.26,MG,3
J1125,ZK39,ZK39,borehole,498.2,106.18,106.57,11. Aug 08,33.28,26.22,10.32,11.03,15.24,1.08,0.0,0.01,1.24,0.65,0.35,0.14,0.51,MG,3
J1096,ZK40,ZK40,borehole,112.54,5.81,6.57,23. Feb 09,32.36,22.74,13.32,9.63,16.43,2.09,0.0,0.01,1.32,0.51,0.3,0.11,0.41,MG,3
J1118,ZK43,ZK43,borehole,476.55,12.44,12.82,23. Feb 09,32.83,22.3,12.78,9.85,15.12,1.58,0.0,0.01,1.06,0.42,0.32,0.11,0.49,MG,3
J1117,ZK43,ZK43,borehole,476.55,12.93,13.68,15. Jan 09,32.59,22.74,12.52,9.72,17.73,1.89,0.0,0.01,1.87,1.13,0.62,0.16,0.67,MG,3
J1119,ZK44,ZK44,borehole,536.8,168.35,168.63,23. Dez 08,36.55,24.68,8.12,10.02,16.09,2.02,0.0,0.01,1.25,0.7,0.35,0.14,0.54,MG,3
J1120,ZK44,ZK44,borehole,536.8,168.76,169.44,23. Dez 08,31.95,22.01,12.75,10.33,17.17,3.02,0.0,0.01,1.03,0.8,0.28,0.11,0.41,MG,3
J1118,ZK45,ZK45,borehole,467.7,60.9,62.05,23. Dez 08,39.87,22.0,5.75,12.04,17.79,0.44,0.0,0.01,1.53,0.48,0.52,0.18,0.78,MG,3
J1124,ZK46,ZK46,borehole,644.0,194.78,195.83,07. Feb 09,40.95,22.61,6.27,10.65,17.0,0.34,0.0,0.01,1.16,0.58,0.39,0.14,0.67,MG,3
J1116,ZK48,ZK48,borehole,511.4,121.99,122.2,15. Jan 09,41.29,22.18,8.89,8.26,13.9,0.08,0.0,0.01,1.12,0.48,0.32,0.14,0.64,MG,3
J1115,ZK48,ZK48,borehole,511.4,122.37,123.26,15. Jan 09,34.52,22.97,9.93,9.85,17.09,1.67,0.0,0.01,1.22,0.4,0.33,0.12,0.48,MG,3
J1122,ZK50,ZK50,borehole,615.8,201.43,202.23,23. Jan 09,36.33,26.07,7.33,10.39,18.51,0.8,0.0,0.01,1.17,0.39,0.32,0.11,0.52,MG,3
J1121,ZK50,ZK50,borehole,615.8,200.49,200.84,23. Jan 09,35.84,25.25,9.04,10.48,16.08,1.89,0.0,0.01,1.32,0.57,0.39,0.14,0.6,MG,3
J1114,ZK54,ZK54,borehole,402.9,42.85,43.36,23. Jan 09,35.88,25.9,7.26,10.89,17.04,1.03,0.0,0.01,1.74,0.87,0.48,0.14,0.6,MG,3
J1115,ZK54,ZK54,borehole,402.9,43.48,44.16,23. Jan 09,33.25,28.3,8.09,9.36,15.78,1.89,0.0,0.01,1.15,0.4,0.3,0.11,0.48,MG,3
J1115,ZK63,ZK63,borehole,424.35,26.33,26.78,23. Feb 09,38.39,25.42,6.2,10.01,17.19,0.72,0.0,0.01,2.1,0.21,0.27,0.16,0.72,MG,3
J1114,ZK63,ZK63,borehole,424.35,20.18,20.72,23. Feb 09,37.29,24.92,7.42,9.49,17.06,1.27,0.0,0.01,1.3,0.3,0.29,0.1,0.41,MG,3
J1113,ZK63,ZK63,borehole,424.35,19.48,19.55,23. Feb 09,37.47,24.96,7.47,9.22,16.97,1.37,0.0,0.01,1.38,0.57,0.37,0.13,0.55,MG,3
J1109,ZK68,ZK68,borehole,402.32,54.47,54.82,07. Feb 09,33.01,23.34,10.26,11.53,15.63,1.31,0.0,0.01,1.31,0.87,0.41,0.16,0.57,MG,3
J1110,ZK68,ZK68,borehole,402.32,55.0,55.86,07. Feb 09,31.46,23.51,12.71,10.35,16.77,2.53,0.0,0.01,1.18,0.45,0.33,0.13,0.44,MG,3
J1116,ZK71,ZK71,borehole,618.11,252.12,252.55,23. Jan 09,36.91,26.03,6.88,10.19,16.34,1.06,0.0,0.01,0.99,0.39,0.33,0.15,0.61,MG,3
J1117,ZK71,ZK71,borehole,618.11,251.81,252.06,23. Jan 09,39.98,26.16,4.48,9.54,16.38,0.58,0.0,0.01,1.99,0.98,0.6,0.21,0.8,MG,3
J1115,ZK71,ZK71,borehole,618.11,252.66,252.92,23. Jan 09,31.39,26.11,11.36,9.39,17.07,2.98,0.0,0.01,1.51,0.46,0.32,0.11,0.37,MG,3
J1117,ZK72,ZK72,borehole,412.6,40.31,41.19,31. Jan 09,31.76,22.87,11.24,9.56,,2.32,0.0,0.01,0.78,0.33,0.29,0.11,0.44,MG,3
J1116,ZK72,ZK72,borehole,412.6,39.96,40.31,31. Jan 09,35.17,24.7,9.5,10.27,17.34,1.73,0.0,0.01,1.89,0.91,0.51,0.18,0.7,MG,3
J1121,ZK73,ZK73,borehole,472.65,107.5,108.22,17. Feb 09,33.57,23.13,12.81,11.21,14.71,1.77,0.0,0.01,1.28,0.46,0.33,0.14,0.5,MG,3
J1122,ZK73,ZK73,borehole,472.65,108.41,108.54,17. Feb 09,37.11,23.36,8.27,9.82,16.2,1.95,0.0,0.01,1.62,0.35,0.26,0.09,0.29,MG,3
J1120,ZK73,ZK73,borehole,472.65,107.13,107.33,17. Feb 09,30.26,25.82,10.61,8.42,16.43,2.69,0.0,0.01,1.39,0.65,0.34,0.14,0.49,MG,3
J1108,ZK74,ZK74,borehole,556.75,173.75,174.62,15. Jan 09,38.21,24.1,6.39,9.7,16.83,0.94,0.0,0.01,1.55,0.38,0.3,0.15,0.6,MG,3
J1119,ZK76,ZK76,borehole,588.18,83.98,85.24,07. Feb 09,30.59,22.14,12.89,9.39,15.23,2.09,0.0,0.03,1.07,0.47,0.28,0.12,0.42,MG,3
J1120,ZK76,ZK76,borehole,588.18,52.15,52.26,07. Feb 09,30.63,21.51,13.36,9.46,19.57,2.78,0.0,0.01,0.93,0.15,0.23,0.18,0.43,MG,3
J1108,ZK78,ZK78,borehole,436.65,221.71,222.51,31. Jan 09,33.48,25.79,11.97,9.72,16.66,1.93,0.0,0.01,1.03,0.41,0.26,0.11,0.46,MG,3
J1110,ZK79,ZK79,borehole,334.65,127.75,127.81,23. Jan 09,34.67,26.07,10.41,9.14,16.23,2.66,0.0,0.01,2.65,1.61,0.72,0.25,0.91,MG,3
J1111,ZK79,ZK79,borehole,334.65,127.88,128.07,23. Jan 09,34.11,25.44,10.49,9.76,15.82,2.06,0.0,0.01,1.02,0.44,0.25,0.11,0.48,MG,3
J1112,ZK79,ZK79,borehole,334.65,128.24,129.04,23. Jan 09,33.88,26.91,9.03,8.83,16.34,2.21,0.0,0.01,1.0,0.36,0.3,0.11,0.44,MG,3
J1106,ZK80,ZK80,borehole,274.65,49.27,49.52,15. Jan 09,34.43,24.27,10.19,10.69,15.24,1.97,0.0,0.01,1.89,0.95,0.49,0.2,0.74,MG,3
J1107,ZK80,ZK80,borehole,274.65,49.69,50.51,23. Feb 09,32.93,24.02,11.09,9.15,16.82,2.62,0.01,0.01,1.15,0.42,0.26,0.13,0.47,MG,3
J1106,ZK81,ZK81,borehole,388.6,160.07,160.13,31. Jan 09,36.19,25.45,7.45,9.47,15.92,1.12,0.0,0.01,0.88,0.27,0.23,0.14,0.53,MG,3
J1105,ZK81,ZK81,borehole,388.6,159.62,159.81,31. Jan 09,33.15,23.36,11.82,9.89,15.1,1.46,0.0,0.01,2.82,1.6,0.79,0.27,0.95,MG,3
J1107,ZK81,ZK81,borehole,388.6,160.35,161.12,31. Jan 09,31.95,24.78,12.32,9.45,16.73,2.47,0.0,0.01,1.09,0.39,0.32,0.13,0.47,MG,3
J1111,ZK84,ZK84,borehole,262.65,42.66,42.74,15. Jan 09,22.53,18.05,25.34,12.98,14.15,3.29,0.01,0.01,6.05,0.52,0.31,0.21,0.36,MG,3
J1112,ZK84,ZK84,borehole,262.65,39.35,39.81,23. Jan 09,34.0,22.37,11.28,9.33,17.64,2.07,0.0,0.01,1.13,0.22,0.21,0.14,0.7,MG,3
J1104,ZK85,ZK85,borehole,376.75,141.15,141.54,31. Jan 09,35.41,24.39,9.22,9.02,16.08,1.42,0.0,0.01,0.81,0.38,0.24,0.1,0.46,MG,3
J1105,ZK85,ZK85,borehole,376.75,141.54,143.2,31. Jan 09,31.69,23.22,12.43,9.26,16.27,2.06,0.0,0.01,1.07,0.33,0.27,0.1,0.41,MG,3
J1095,ZK86,ZK86,borehole,430.6,193.15,194.11,23. Feb 09,30.95,21.75,14.63,9.45,17.14,2.59,0.0,0.01,0.99,0.36,0.26,0.1,0.39,MG,3
J1095,ZK86,ZK86,borehole,430.6,192.94,193.15,23. Feb 09,33.02,23.77,12.15,9.89,15.37,1.73,0.0,0.01,1.73,0.83,0.43,0.16,0.61,MG,3
J1483,S100B,S100B,borehole,142.19,45.94,46.17,17. Sep 13,30.12,24.59,15.61,10.8,15.32,2.24,0.0,0.01,0.6,0.32,0.33,0.12,0.46,MG,3
J1478,S100C,S100C,borehole,143.03,63.45,64.18,17. Sep 13,35.4,25.67,10.16,9.43,14.97,1.76,0.0,0.01,1.9,1.05,0.6,0.21,0.71,MG,3
J1114,SC34,SC34,borehole,463.7,44.47,44.79,08. Sep 09,40.84,24.53,8.28,10.12,15.59,0.94,0.01,0.01,1.51,0.78,0.49,0.18,0.67,MG,3
J1475,ZK129,ZK129,borehole,37.93,4.28,4.64,17. Sep 13,27.81,21.49,13.09,7.59,12.8,7.53,0.0,0.01,1.47,0.37,0.23,0.09,0.42,MG,3
J1486,ZK131,ZK131,borehole,52.01,39.22,39.78,17. Sep 13,35.84,24.98,10.87,10.21,14.61,1.78,0.0,0.01,1.68,0.9,0.66,0.17,0.64,MG,3
J1486,S100B,S100B,borehole,142.19,43.97,44.1,17. Sep 13,33.61,25.31,12.03,10.02,15.85,1.96,0.0,0.01,1.05,0.49,0.36,0.14,0.56,MG,3
J1484,S100B,S100B,borehole,142.19,43.0,43.31,17. Sep 13,37.06,26.04,8.44,9.39,16.3,1.62,0.0,0.01,2.65,1.44,0.83,0.28,0.9,MG,3
J1485,S100B,S100B,borehole,142.19,43.68,43.86,17. Sep 13,22.36,21.26,26.59,13.99,12.0,2.66,0.0,0.01,0.59,0.28,0.24,0.12,0.4,MG,3
J1479,EL01,EL01,borehole,37.36,17.74,18.0,23. Okt 09,29.98,25.99,12.79,8.63,15.27,2.7,0.0,0.01,0.26,0.14,0.11,0.07,0.37,MG,4
J1478,EL01,EL01,borehole,37.36,16.8,17.64,23. Okt 09,29.01,26.11,14.11,9.05,15.43,2.6,0.0,0.01,0.57,0.21,0.2,0.09,0.41,MG,4
J1480,EL01,EL01,borehole,37.36,19.87,20.9,23. Okt 09,31.73,25.36,9.83,9.81,16.82,1.83,0.01,0.01,1.33,0.32,0.38,0.17,0.68,MG,4
J1920,EL027,EL027,borehole,182.14,18.87,20.04,19. Sep 13,33.76,22.98,10.8,9.0,17.9,2.4,0.0,0.01,1.64,0.36,0.36,0.18,0.75,MG,4
J1926,EL028,EL028,borehole,174.82,18.35,18.8,19. Sep 13,35.49,23.05,9.6,9.3,17.7,1.52,0.0,0.01,0.47,0.1,0.12,0.11,0.49,MG,4
J1920,EL030,EL030,borehole,209.09,59.56,60.56,19. Sep 13,37.49,25.03,6.2,9.5,18.0,1.31,0.0,0.01,1.7,0.29,0.32,0.18,0.65,MG,4
J1920,EL032,EL032,borehole,267.2,141.43,142.45,19. Sep 13,33.84,18.8,11.1,14.4,17.4,1.39,0.0,0.01,2.21,0.09,0.22,0.18,0.62,MG,4
J1926,EL033,EL033,borehole,163.74,22.42,23.6,19. Sep 13,34.41,23.47,9.3,9.5,18.4,1.9,0.01,0.01,1.43,0.28,0.34,0.18,0.71,MG,4
J1480,EL05,EL05,borehole,57.42,32.86,33.93,23. Okt 09,35.85,29.21,4.09,9.29,16.04,1.83,0.0,0.01,1.66,0.27,0.35,0.17,0.66,MG,4
J1474,EL09,EL09,borehole,19.48,9.38,10.48,23. Okt 09,36.32,26.65,7.49,9.13,14.74,1.14,0.0,0.01,0.45,0.12,0.17,0.1,0.44,MG,4
J1475,EL09,EL09,borehole,19.48,10.43,10.88,23. Okt 09,35.8,26.26,8.95,9.27,16.32,0.65,0.0,0.01,2.06,0.19,0.37,0.18,0.64,MG,4
J1480,EL12,EL12,borehole,19.84,15.57,15.63,03. Sep 13,,,,,,,,0.01,1.9,0.2,0.14,0.1,0.32,MG,4
J1476,EL12,EL12,borehole,19.84,12.37,13.48,23. Okt 09,31.12,25.53,10.83,9.48,16.84,2.35,0.0,0.01,1.48,0.35,0.39,0.21,0.69,MG,4
J1929,EL23,EL23,borehole,276.6,119.52,121.69,19. Sep 13,38.99,24.61,5.0,9.5,18.4,1.03,0.0,0.01,2.19,0.38,0.48,0.23,0.81,MG,4
J1484,MD01,MD01,borehole,48.89,10.64,11.46,17. Sep 13,,,,,,,,0.01,1.07,0.25,0.29,0.14,0.58,MG,4
